Pavarde             Vardas              Galutinis
Pavarde6643         Vardas6643          6.80
Pavarde6646         Vardas6646          7.56
Pavarde6647         Vardas6647          5.72
Pavarde6648         Vardas6648          7.92
Pavarde6651         Vardas6651          5.80
Pavarde6653         Vardas6653          5.88
Pavarde6654         Vardas6654          7.92
Pavarde6655         Vardas6655          5.80
Pavarde6656         Vardas6656          6.96
Pavarde6660         Vardas6660          7.52
Pavarde6661         Vardas6661          5.80
Pavarde6662         Vardas6662          7.32
Pavarde6663         Vardas6663          7.16
Pavarde6666         Vardas6666          7.56
Pavarde6667         Vardas6667          5.68
Pavarde6669         Vardas6669          8.00
Pavarde6674         Vardas6674          8.96
Pavarde6677         Vardas6677          5.36
Pavarde6678         Vardas6678          5.92
Pavarde6679         Vardas6679          5.16
Pavarde6680         Vardas6680          8.40
Pavarde6682         Vardas6682          7.48
Pavarde6684         Vardas6684          8.40
Pavarde6687         Vardas6687          5.96
Pavarde6688         Vardas6688          6.04
Pavarde6690         Vardas6690          7.20
Pavarde6691         Vardas6691          5.20
Pavarde6693         Vardas6693          6.72
Pavarde6697         Vardas6697          7.08
Pavarde6698         Vardas6698          9.04
Pavarde6699         Vardas6699          6.72
Pavarde6702         Vardas6702          5.20
Pavarde6704         Vardas6704          7.40
Pavarde6709         Vardas6709          8.64
Pavarde6712         Vardas6712          8.08
Pavarde6713         Vardas6713          5.84
Pavarde6715         Vardas6715          7.24
Pavarde6716         Vardas6716          6.48
Pavarde6717         Vardas6717          6.24
Pavarde6719         Vardas6719          6.24
Pavarde6722         Vardas6722          5.60
Pavarde6726         Vardas6726          8.24
Pavarde6727         Vardas6727          6.88
Pavarde6728         Vardas6728          7.76
Pavarde6730         Vardas6730          9.44
Pavarde6731         Vardas6731          7.60
Pavarde6732         Vardas6732          7.56
Pavarde6733         Vardas6733          7.28
Pavarde6736         Vardas6736          5.84
Pavarde6738         Vardas6738          6.00
Pavarde6739         Vardas6739          7.68
Pavarde6740         Vardas6740          8.12
Pavarde6742         Vardas6742          5.40
Pavarde6744         Vardas6744          5.20
Pavarde6745         Vardas6745          5.24
Pavarde6746         Vardas6746          5.48
Pavarde6747         Vardas6747          6.84
Pavarde6749         Vardas6749          6.00
Pavarde6750         Vardas6750          8.40
Pavarde6751         Vardas6751          5.08
Pavarde6754         Vardas6754          6.88
Pavarde6756         Vardas6756          5.12
Pavarde6757         Vardas6757          5.20
Pavarde6758         Vardas6758          7.12
Pavarde6760         Vardas6760          6.52
Pavarde6762         Vardas6762          5.44
Pavarde6763         Vardas6763          5.52
Pavarde6766         Vardas6766          6.16
Pavarde6767         Vardas6767          8.56
Pavarde6769         Vardas6769          6.20
Pavarde6773         Vardas6773          5.52
Pavarde6774         Vardas6774          5.40
Pavarde6776         Vardas6776          8.04
Pavarde6777         Vardas6777          6.32
Pavarde6778         Vardas6778          7.52
Pavarde6779         Vardas6779          8.32
Pavarde6782         Vardas6782          7.76
Pavarde6783         Vardas6783          6.40
Pavarde6784         Vardas6784          6.12
Pavarde6787         Vardas6787          5.96
Pavarde6788         Vardas6788          6.44
Pavarde6791         Vardas6791          7.84
Pavarde6794         Vardas6794          5.36
Pavarde6795         Vardas6795          8.08
Pavarde6796         Vardas6796          7.16
Pavarde6797         Vardas6797          6.48
Pavarde6803         Vardas6803          7.40
Pavarde6805         Vardas6805          6.48
Pavarde6810         Vardas6810          7.44
Pavarde6812         Vardas6812          7.44
Pavarde6813         Vardas6813          5.56
Pavarde6814         Vardas6814          6.72
Pavarde6815         Vardas6815          6.60
Pavarde6816         Vardas6816          7.52
Pavarde6818         Vardas6818          6.60
Pavarde6819         Vardas6819          6.60
Pavarde6820         Vardas6820          7.28
Pavarde6821         Vardas6821          6.88
Pavarde6822         Vardas6822          8.00
Pavarde6823         Vardas6823          7.68
Pavarde6825         Vardas6825          5.36
Pavarde6828         Vardas6828          6.32
Pavarde6830         Vardas6830          5.48
Pavarde6831         Vardas6831          5.52
Pavarde6837         Vardas6837          6.00
Pavarde6838         Vardas6838          7.68
Pavarde6839         Vardas6839          8.88
Pavarde6841         Vardas6841          6.56
Pavarde6842         Vardas6842          8.72
Pavarde6843         Vardas6843          7.64
Pavarde6845         Vardas6845          7.40
Pavarde6847         Vardas6847          8.40
Pavarde6849         Vardas6849          5.76
Pavarde6851         Vardas6851          6.16
Pavarde6853         Vardas6853          7.36
Pavarde6855         Vardas6855          6.40
Pavarde6856         Vardas6856          5.48
Pavarde6858         Vardas6858          6.92
Pavarde6861         Vardas6861          5.80
Pavarde6864         Vardas6864          7.00
Pavarde6866         Vardas6866          6.28
Pavarde6867         Vardas6867          5.96
Pavarde6868         Vardas6868          6.56
Pavarde6870         Vardas6870          7.60
Pavarde6874         Vardas6874          5.56
Pavarde6875         Vardas6875          7.60
Pavarde6879         Vardas6879          5.36
Pavarde6880         Vardas6880          6.80
Pavarde6881         Vardas6881          6.92
Pavarde6883         Vardas6883          5.28
Pavarde6885         Vardas6885          7.72
Pavarde6888         Vardas6888          5.56
Pavarde6889         Vardas6889          6.00
Pavarde6892         Vardas6892          6.20
Pavarde6894         Vardas6894          5.04
Pavarde6895         Vardas6895          7.44
Pavarde6897         Vardas6897          6.88
Pavarde6898         Vardas6898          6.84
Pavarde6899         Vardas6899          8.32
Pavarde6900         Vardas6900          8.80
Pavarde6902         Vardas6902          8.00
Pavarde6903         Vardas6903          6.04
Pavarde6905         Vardas6905          7.36
Pavarde6908         Vardas6908          6.12
Pavarde6910         Vardas6910          5.68
Pavarde6911         Vardas6911          7.08
Pavarde6913         Vardas6913          5.64
Pavarde6914         Vardas6914          6.32
Pavarde6918         Vardas6918          7.64
Pavarde6920         Vardas6920          7.08
Pavarde6923         Vardas6923          8.96
Pavarde6927         Vardas6927          6.28
Pavarde6930         Vardas6930          6.32
Pavarde6931         Vardas6931          6.60
Pavarde6932         Vardas6932          6.44
Pavarde6934         Vardas6934          7.00
Pavarde6939         Vardas6939          5.56
Pavarde6940         Vardas6940          7.32
Pavarde6942         Vardas6942          7.84
Pavarde6944         Vardas6944          6.24
Pavarde6945         Vardas6945          8.12
Pavarde6947         Vardas6947          5.12
Pavarde6949         Vardas6949          6.56
Pavarde6952         Vardas6952          7.96
Pavarde6956         Vardas6956          5.40
Pavarde6957         Vardas6957          5.72
Pavarde6959         Vardas6959          8.88
Pavarde6960         Vardas6960          7.52
Pavarde6961         Vardas6961          7.76
Pavarde6963         Vardas6963          7.68
Pavarde6965         Vardas6965          6.48
Pavarde6966         Vardas6966          8.72
Pavarde6970         Vardas6970          6.24
Pavarde6971         Vardas6971          6.48
Pavarde6972         Vardas6972          7.68
Pavarde6973         Vardas6973          5.08
Pavarde6978         Vardas6978          6.44
Pavarde6979         Vardas6979          5.68
Pavarde6981         Vardas6981          5.76
Pavarde6986         Vardas6986          5.92
Pavarde6991         Vardas6991          7.32
Pavarde6993         Vardas6993          6.60
Pavarde6994         Vardas6994          5.60
Pavarde6996         Vardas6996          7.04
Pavarde6997         Vardas6997          6.32
Pavarde7002         Vardas7002          5.04
Pavarde7004         Vardas7004          6.28
Pavarde7006         Vardas7006          8.56
Pavarde7008         Vardas7008          6.08
Pavarde7010         Vardas7010          6.76
Pavarde7013         Vardas7013          6.92
Pavarde7014         Vardas7014          6.80
Pavarde7015         Vardas7015          6.52
Pavarde7017         Vardas7017          6.00
Pavarde7018         Vardas7018          8.88
Pavarde7019         Vardas7019          7.12
Pavarde7020         Vardas7020          8.16
Pavarde7021         Vardas7021          5.20
Pavarde7025         Vardas7025          7.40
Pavarde7027         Vardas7027          6.08
Pavarde7028         Vardas7028          5.40
Pavarde7030         Vardas7030          7.40
Pavarde7033         Vardas7033          6.36
Pavarde7034         Vardas7034          6.16
Pavarde7037         Vardas7037          6.12
Pavarde7041         Vardas7041          8.16
Pavarde7043         Vardas7043          5.64
Pavarde7050         Vardas7050          5.80
Pavarde7052         Vardas7052          5.40
Pavarde7056         Vardas7056          6.16
Pavarde7058         Vardas7058          7.64
Pavarde7059         Vardas7059          6.88
Pavarde7060         Vardas7060          5.56
Pavarde7061         Vardas7061          5.28
Pavarde7063         Vardas7063          7.24
Pavarde7064         Vardas7064          6.32
Pavarde7066         Vardas7066          7.44
Pavarde7069         Vardas7069          6.04
Pavarde7070         Vardas7070          7.36
Pavarde7071         Vardas7071          5.44
Pavarde7076         Vardas7076          7.84
Pavarde7077         Vardas7077          8.16
Pavarde7080         Vardas7080          5.56
Pavarde7081         Vardas7081          8.16
Pavarde7083         Vardas7083          6.12
Pavarde7085         Vardas7085          6.76
Pavarde7087         Vardas7087          7.04
Pavarde7089         Vardas7089          5.28
Pavarde7091         Vardas7091          6.00
Pavarde7095         Vardas7095          6.24
Pavarde7096         Vardas7096          8.48
Pavarde7097         Vardas7097          6.68
Pavarde7098         Vardas7098          8.08
Pavarde7099         Vardas7099          6.56
Pavarde7101         Vardas7101          6.72
Pavarde7102         Vardas7102          6.76
Pavarde7105         Vardas7105          7.36
Pavarde7106         Vardas7106          5.08
Pavarde7107         Vardas7107          5.64
Pavarde7113         Vardas7113          7.12
Pavarde7116         Vardas7116          7.72
Pavarde7119         Vardas7119          7.20
Pavarde7120         Vardas7120          7.24
Pavarde7121         Vardas7121          5.16
