Pavarde             Vardas              Galutinis
Pavarde6184         Vardas6184          3.12
Pavarde6185         Vardas6185          2.92
Pavarde6187         Vardas6187          3.56
Pavarde6188         Vardas6188          2.40
Pavarde6189         Vardas6189          3.40
Pavarde6193         Vardas6193          4.28
Pavarde6195         Vardas6195          3.96
Pavarde6197         Vardas6197          2.08
Pavarde6198         Vardas6198          2.24
Pavarde6201         Vardas6201          1.52
Pavarde6202         Vardas6202          2.52
Pavarde6203         Vardas6203          2.40
Pavarde6204         Vardas6204          4.12
Pavarde6205         Vardas6205          2.32
Pavarde6207         Vardas6207          2.44
Pavarde6209         Vardas6209          2.44
Pavarde6211         Vardas6211          1.28
Pavarde6212         Vardas6212          3.72
Pavarde6213         Vardas6213          4.84
Pavarde6215         Vardas6215          4.24
Pavarde6217         Vardas6217          3.64
Pavarde6219         Vardas6219          3.36
Pavarde6220         Vardas6220          2.28
Pavarde6221         Vardas6221          1.92
Pavarde6222         Vardas6222          1.92
Pavarde6225         Vardas6225          1.84
Pavarde6226         Vardas6226          2.40
Pavarde6227         Vardas6227          4.44
Pavarde6228         Vardas6228          4.00
Pavarde6230         Vardas6230          3.32
Pavarde6231         Vardas6231          4.52
Pavarde6232         Vardas6232          4.52
Pavarde6235         Vardas6235          2.64
Pavarde6236         Vardas6236          0.96
Pavarde6239         Vardas6239          4.80
Pavarde6242         Vardas6242          4.88
Pavarde6251         Vardas6251          2.56
Pavarde6252         Vardas6252          4.92
Pavarde6256         Vardas6256          4.96
Pavarde6263         Vardas6263          4.72
Pavarde6265         Vardas6265          2.52
Pavarde6267         Vardas6267          2.64
Pavarde6268         Vardas6268          3.40
Pavarde6269         Vardas6269          4.16
Pavarde6270         Vardas6270          3.92
Pavarde6271         Vardas6271          4.80
Pavarde6272         Vardas6272          1.84
Pavarde6275         Vardas6275          2.56
Pavarde6276         Vardas6276          3.80
Pavarde6280         Vardas6280          4.16
Pavarde6282         Vardas6282          1.16
Pavarde6287         Vardas6287          4.68
Pavarde6288         Vardas6288          1.44
Pavarde6290         Vardas6290          3.24
Pavarde6292         Vardas6292          3.20
Pavarde6295         Vardas6295          4.08
Pavarde6296         Vardas6296          2.44
Pavarde6300         Vardas6300          4.08
Pavarde6301         Vardas6301          3.92
Pavarde6302         Vardas6302          2.72
Pavarde6304         Vardas6304          4.40
Pavarde6309         Vardas6309          3.76
Pavarde6311         Vardas6311          4.72
Pavarde6314         Vardas6314          4.68
Pavarde6315         Vardas6315          4.80
Pavarde6316         Vardas6316          3.08
Pavarde6317         Vardas6317          2.76
Pavarde6318         Vardas6318          3.16
Pavarde6319         Vardas6319          4.32
Pavarde6321         Vardas6321          2.24
Pavarde6323         Vardas6323          4.32
Pavarde6324         Vardas6324          2.16
Pavarde6325         Vardas6325          4.16
Pavarde6326         Vardas6326          1.76
Pavarde6327         Vardas6327          1.72
Pavarde6329         Vardas6329          2.00
Pavarde6332         Vardas6332          4.00
Pavarde6334         Vardas6334          1.68
Pavarde6342         Vardas6342          4.36
Pavarde6344         Vardas6344          3.32
Pavarde6345         Vardas6345          1.52
Pavarde6350         Vardas6350          1.28
Pavarde6351         Vardas6351          2.08
Pavarde6353         Vardas6353          3.40
Pavarde6354         Vardas6354          4.72
Pavarde6355         Vardas6355          3.16
Pavarde6360         Vardas6360          4.20
Pavarde6361         Vardas6361          3.44
Pavarde6364         Vardas6364          4.64
Pavarde6368         Vardas6368          1.84
Pavarde6369         Vardas6369          3.72
Pavarde6371         Vardas6371          4.04
Pavarde6373         Vardas6373          3.32
Pavarde6376         Vardas6376          4.24
Pavarde6377         Vardas6377          1.04
Pavarde6379         Vardas6379          3.48
Pavarde6381         Vardas6381          2.00
Pavarde6382         Vardas6382          4.04
Pavarde6383         Vardas6383          3.08
Pavarde6384         Vardas6384          5.00
Pavarde6385         Vardas6385          3.72
Pavarde6386         Vardas6386          3.64
Pavarde6388         Vardas6388          3.40
Pavarde6392         Vardas6392          3.24
Pavarde6393         Vardas6393          3.40
Pavarde6394         Vardas6394          3.16
Pavarde6397         Vardas6397          3.44
Pavarde6399         Vardas6399          2.64
Pavarde6401         Vardas6401          2.96
Pavarde6402         Vardas6402          3.92
Pavarde6403         Vardas6403          2.44
Pavarde6405         Vardas6405          4.24
Pavarde6406         Vardas6406          4.40
Pavarde6410         Vardas6410          3.64
Pavarde6411         Vardas6411          4.68
Pavarde6414         Vardas6414          2.60
Pavarde6415         Vardas6415          2.24
Pavarde6417         Vardas6417          4.44
Pavarde6421         Vardas6421          4.36
Pavarde6423         Vardas6423          3.44
Pavarde6426         Vardas6426          1.92
Pavarde6427         Vardas6427          4.52
Pavarde6428         Vardas6428          2.84
Pavarde6429         Vardas6429          2.32
Pavarde6430         Vardas6430          3.16
Pavarde6433         Vardas6433          4.32
Pavarde6436         Vardas6436          2.24
Pavarde6441         Vardas6441          1.60
Pavarde6442         Vardas6442          3.04
Pavarde6444         Vardas6444          1.64
Pavarde6448         Vardas6448          4.40
Pavarde6453         Vardas6453          0.80
Pavarde6454         Vardas6454          4.60
Pavarde6457         Vardas6457          1.68
Pavarde6458         Vardas6458          3.76
Pavarde6460         Vardas6460          2.96
Pavarde6461         Vardas6461          4.36
Pavarde6462         Vardas6462          1.92
Pavarde6463         Vardas6463          2.28
Pavarde6465         Vardas6465          4.04
Pavarde6467         Vardas6467          4.92
Pavarde6468         Vardas6468          2.56
Pavarde6469         Vardas6469          4.84
Pavarde6470         Vardas6470          2.28
Pavarde6471         Vardas6471          2.76
Pavarde6473         Vardas6473          4.32
Pavarde6476         Vardas6476          4.96
Pavarde6477         Vardas6477          1.28
Pavarde6478         Vardas6478          4.96
Pavarde6480         Vardas6480          4.00
Pavarde6481         Vardas6481          1.60
Pavarde6482         Vardas6482          4.32
Pavarde6483         Vardas6483          4.04
Pavarde6488         Vardas6488          1.68
Pavarde6489         Vardas6489          2.68
Pavarde6490         Vardas6490          1.56
Pavarde6491         Vardas6491          4.88
Pavarde6492         Vardas6492          1.92
Pavarde6493         Vardas6493          2.64
Pavarde6494         Vardas6494          3.68
Pavarde6496         Vardas6496          3.76
Pavarde6497         Vardas6497          3.92
Pavarde6498         Vardas6498          4.24
Pavarde6499         Vardas6499          4.24
Pavarde6500         Vardas6500          4.48
Pavarde6503         Vardas6503          3.92
Pavarde6504         Vardas6504          3.72
Pavarde6507         Vardas6507          1.60
Pavarde6509         Vardas6509          3.08
Pavarde6515         Vardas6515          3.80
Pavarde6516         Vardas6516          2.84
Pavarde6517         Vardas6517          4.36
Pavarde6518         Vardas6518          4.64
Pavarde6519         Vardas6519          3.56
Pavarde6520         Vardas6520          2.68
Pavarde6521         Vardas6521          1.52
Pavarde6523         Vardas6523          2.68
Pavarde6524         Vardas6524          3.08
Pavarde6526         Vardas6526          3.88
Pavarde6527         Vardas6527          3.56
Pavarde6528         Vardas6528          2.52
Pavarde6531         Vardas6531          2.36
Pavarde6535         Vardas6535          2.44
Pavarde6537         Vardas6537          3.96
Pavarde6538         Vardas6538          3.36
Pavarde6539         Vardas6539          3.28
Pavarde6541         Vardas6541          4.28
Pavarde6543         Vardas6543          4.80
Pavarde6544         Vardas6544          4.04
Pavarde6546         Vardas6546          3.72
Pavarde6548         Vardas6548          2.40
Pavarde6552         Vardas6552          3.88
Pavarde6553         Vardas6553          4.32
Pavarde6555         Vardas6555          4.08
Pavarde6556         Vardas6556          3.80
Pavarde6557         Vardas6557          3.92
Pavarde6558         Vardas6558          3.96
Pavarde6559         Vardas6559          1.96
Pavarde6560         Vardas6560          4.16
Pavarde6561         Vardas6561          2.32
Pavarde6562         Vardas6562          3.52
Pavarde6565         Vardas6565          2.40
Pavarde6567         Vardas6567          2.20
Pavarde6568         Vardas6568          3.24
Pavarde6569         Vardas6569          4.68
Pavarde6572         Vardas6572          4.96
Pavarde6575         Vardas6575          3.84
Pavarde6577         Vardas6577          4.80
Pavarde6581         Vardas6581          3.28
Pavarde6582         Vardas6582          4.92
Pavarde6583         Vardas6583          3.04
Pavarde6584         Vardas6584          3.48
Pavarde6587         Vardas6587          1.80
Pavarde6591         Vardas6591          2.28
Pavarde6592         Vardas6592          4.52
Pavarde6594         Vardas6594          2.92
Pavarde6598         Vardas6598          4.52
Pavarde6599         Vardas6599          3.12
Pavarde6600         Vardas6600          2.08
Pavarde6605         Vardas6605          2.20
Pavarde6607         Vardas6607          2.84
Pavarde6608         Vardas6608          1.12
Pavarde6610         Vardas6610          2.44
Pavarde6612         Vardas6612          2.56
Pavarde6613         Vardas6613          3.44
Pavarde6615         Vardas6615          0.96
Pavarde6623         Vardas6623          4.36
Pavarde6627         Vardas6627          1.32
Pavarde6628         Vardas6628          3.96
Pavarde6629         Vardas6629          4.40
Pavarde6630         Vardas6630          4.32
Pavarde6633         Vardas6633          3.44
Pavarde6637         Vardas6637          4.56
Pavarde6638         Vardas6638          4.84
Pavarde6644         Vardas6644          3.12
Pavarde6645         Vardas6645          3.76
Pavarde6649         Vardas6649          2.24
Pavarde6650         Vardas6650          2.92
Pavarde6652         Vardas6652          2.88
Pavarde6657         Vardas6657          4.16
Pavarde6658         Vardas6658          2.88
Pavarde6659         Vardas6659          1.20
Pavarde6664         Vardas6664          4.84
Pavarde6665         Vardas6665          1.60
