Vardas              Pavarde             ND1 ND2 ND3 ND4 ND5 Egz.
Vardas4413          Pavarde4413         0 9 5 2 4 7
Vardas4414          Pavarde4414         9 4 9 5 6 3
Vardas4415          Pavarde4415         2 9 8 9 0 2
Vardas4416          Pavarde4416         0 9 3 7 1 10
Vardas4417          Pavarde4417         10 6 8 2 4 3
Vardas4418          Pavarde4418         3 2 3 8 5 4
Vardas4419          Pavarde4419         9 1 5 8 1 3
Vardas4420          Pavarde4420         9 4 3 8 10 9
Vardas4421          Pavarde4421         5 2 9 4 4 6
Vardas4422          Pavarde4422         1 5 6 1 5 7
Vardas4423          Pavarde4423         5 7 9 2 2 4
Vardas4424          Pavarde4424         1 9 6 4 6 0
Vardas4425          Pavarde4425         10 5 9 9 1 2
Vardas4426          Pavarde4426         8 2 9 5 10 4
Vardas4427          Pavarde4427         5 9 5 3 1 1
Vardas4428          Pavarde4428         10 3 1 9 4 5
Vardas4429          Pavarde4429         6 4 1 1 4 8
Vardas4430          Pavarde4430         8 0 7 3 3 6
Vardas4431          Pavarde4431         7 7 8 6 9 10
Vardas4432          Pavarde4432         4 8 10 5 4 3
Vardas4433          Pavarde4433         6 9 7 4 5 1
Vardas4434          Pavarde4434         3 3 10 6 1 0
Vardas4435          Pavarde4435         8 4 6 8 10 10
Vardas4436          Pavarde4436         5 1 4 0 8 5
Vardas4437          Pavarde4437         8 8 3 5 9 1
Vardas4438          Pavarde4438         4 5 3 9 6 7
Vardas4439          Pavarde4439         10 4 9 0 3 1
Vardas4440          Pavarde4440         10 9 9 6 9 4
Vardas4441          Pavarde4441         1 4 5 4 3 10
Vardas4442          Pavarde4442         8 9 8 7 9 6
Vardas4443          Pavarde4443         10 1 0 7 1 0
Vardas4444          Pavarde4444         8 8 7 7 8 3
Vardas4445          Pavarde4445         1 2 9 2 3 9
Vardas4446          Pavarde4446         5 7 2 1 8 6
Vardas4447          Pavarde4447         7 3 5 7 5 1
Vardas4448          Pavarde4448         4 4 3 7 9 6
Vardas4449          Pavarde4449         8 1 5 5 6 8
Vardas4450          Pavarde4450         9 7 1 8 2 9
Vardas4451          Pavarde4451         4 9 5 0 3 6
Vardas4452          Pavarde4452         5 10 7 2 6 7
Vardas4453          Pavarde4453         2 7 1 3 2 5
Vardas4454          Pavarde4454         0 5 9 2 7 6
Vardas4455          Pavarde4455         0 10 5 1 9 6
Vardas4456          Pavarde4456         7 9 4 6 0 1
Vardas4457          Pavarde4457         9 1 7 8 8 8
Vardas4458          Pavarde4458         9 0 3 4 4 2
Vardas4459          Pavarde4459         1 1 6 2 0 1
Vardas4460          Pavarde4460         6 6 4 9 4 6
Vardas4461          Pavarde4461         3 7 8 6 5 2
Vardas4462          Pavarde4462         1 0 0 9 1 5
Vardas4463          Pavarde4463         10 1 4 2 10 5
Vardas4464          Pavarde4464         10 7 5 2 7 6
Vardas4465          Pavarde4465         7 7 5 6 2 4
Vardas4466          Pavarde4466         2 2 1 4 10 4
Vardas4467          Pavarde4467         5 7 5 4 4 5
Vardas4468          Pavarde4468         1 6 8 4 6 8
Vardas4469          Pavarde4469         1 9 7 6 9 1
Vardas4470          Pavarde4470         7 9 0 0 2 9
Vardas4471          Pavarde4471         6 5 2 0 7 0
Vardas4472          Pavarde4472         7 5 6 10 2 0
Vardas4473          Pavarde4473         0 5 2 10 0 8
Vardas4474          Pavarde4474         4 6 1 9 8 7
Vardas4475          Pavarde4475         8 7 7 1 7 9
Vardas4476          Pavarde4476         4 8 8 2 0 5
Vardas4477          Pavarde4477         4 4 4 1 0 6
Vardas4478          Pavarde4478         1 1 6 4 6 1
Vardas4479          Pavarde4479         4 10 8 1 4 4
Vardas4480          Pavarde4480         5 5 0 4 1 2
Vardas4481          Pavarde4481         3 2 9 10 5 5
Vardas4482          Pavarde4482         10 8 5 5 4 3
Vardas4483          Pavarde4483         1 1 7 6 3 9
Vardas4484          Pavarde4484         3 3 1 5 6 6
Vardas4485          Pavarde4485         6 1 7 4 8 5
Vardas4486          Pavarde4486         10 10 0 4 10 5
Vardas4487          Pavarde4487         1 10 8 2 10 3
Vardas4488          Pavarde4488         3 1 2 3 3 8
Vardas4489          Pavarde4489         8 9 1 9 8 3
Vardas4490          Pavarde4490         6 7 9 9 10 9
Vardas4491          Pavarde4491         10 6 4 7 3 9
Vardas4492          Pavarde4492         5 4 3 6 3 5
Vardas4493          Pavarde4493         1 7 5 9 3 8
Vardas4494          Pavarde4494         3 2 9 6 9 3
Vardas4495          Pavarde4495         6 9 4 8 9 4
Vardas4496          Pavarde4496         8 2 1 5 4 4
Vardas4497          Pavarde4497         10 10 3 6 3 6
Vardas4498          Pavarde4498         6 4 8 3 9 9
Vardas4499          Pavarde4499         2 3 2 7 9 9
Vardas4500          Pavarde4500         3 7 4 9 1 0
Vardas4501          Pavarde4501         6 8 1 9 0 0
Vardas4502          Pavarde4502         1 2 10 10 2 10
Vardas4503          Pavarde4503         8 2 8 6 7 6
Vardas4504          Pavarde4504         8 4 2 2 4 0
Vardas4505          Pavarde4505         0 1 0 5 7 2
Vardas4506          Pavarde4506         1 4 8 0 5 3
Vardas4507          Pavarde4507         7 2 6 0 8 10
Vardas4508          Pavarde4508         8 0 0 2 9 1
Vardas4509          Pavarde4509         6 1 7 10 9 7
Vardas4510          Pavarde4510         7 4 9 6 6 0
Vardas4511          Pavarde4511         0 4 10 5 1 5
Vardas4512          Pavarde4512         1 2 2 4 5 4
Vardas4513          Pavarde4513         3 4 5 3 6 0
Vardas4514          Pavarde4514         0 6 9 4 3 0
Vardas4515          Pavarde4515         9 0 3 9 7 10
Vardas4516          Pavarde4516         4 9 2 1 0 7
Vardas4517          Pavarde4517         9 1 8 4 9 1
Vardas4518          Pavarde4518         7 1 2 10 10 6
Vardas4519          Pavarde4519         8 10 1 7 6 2
Vardas4520          Pavarde4520         5 8 1 0 1 7
Vardas4521          Pavarde4521         10 8 1 4 7 9
Vardas4522          Pavarde4522         4 10 6 6 2 7
Vardas4523          Pavarde4523         9 4 10 0 9 2
Vardas4524          Pavarde4524         7 5 7 0 5 4
Vardas4525          Pavarde4525         2 2 8 7 0 8
Vardas4526          Pavarde4526         3 2 9 8 6 4
Vardas4527          Pavarde4527         0 5 2 8 1 0
Vardas4528          Pavarde4528         10 4 4 3 2 3
Vardas4529          Pavarde4529         7 2 9 10 4 10
Vardas4530          Pavarde4530         4 8 5 5 0 4
Vardas4531          Pavarde4531         3 9 10 3 8 4
Vardas4532          Pavarde4532         9 7 0 5 0 0
Vardas4533          Pavarde4533         5 4 1 7 2 5
Vardas4534          Pavarde4534         0 9 10 6 10 6
Vardas4535          Pavarde4535         10 10 9 5 7 8
Vardas4536          Pavarde4536         4 2 3 4 6 9
Vardas4537          Pavarde4537         7 3 3 8 8 9
Vardas4538          Pavarde4538         6 9 7 5 0 6
Vardas4539          Pavarde4539         3 1 10 10 2 8
Vardas4540          Pavarde4540         6 9 10 4 5 8
Vardas4541          Pavarde4541         1 3 1 4 0 10
Vardas4542          Pavarde4542         6 10 6 1 2 1
Vardas4543          Pavarde4543         9 9 3 6 8 4
Vardas4544          Pavarde4544         9 2 7 8 4 7
Vardas4545          Pavarde4545         2 2 2 2 3 4
Vardas4546          Pavarde4546         7 4 4 3 6 3
Vardas4547          Pavarde4547         4 3 3 7 10 7
Vardas4548          Pavarde4548         9 1 9 8 1 1
Vardas4549          Pavarde4549         10 10 4 8 9 9
Vardas4550          Pavarde4550         5 2 1 5 6 10
Vardas4551          Pavarde4551         7 4 1 1 0 2
Vardas4552          Pavarde4552         0 1 9 3 9 0
Vardas4553          Pavarde4553         7 0 0 8 1 6
Vardas4554          Pavarde4554         8 0 4 5 0 1
Vardas4555          Pavarde4555         1 1 8 3 5 9
Vardas4556          Pavarde4556         5 10 2 9 3 9
Vardas4557          Pavarde4557         9 6 2 8 10 5
Vardas4558          Pavarde4558         0 2 0 4 0 5
Vardas4559          Pavarde4559         4 0 3 5 0 8
Vardas4560          Pavarde4560         5 0 9 6 7 9
Vardas4561          Pavarde4561         4 3 0 0 5 1
Vardas4562          Pavarde4562         3 7 3 4 4 10
Vardas4563          Pavarde4563         4 4 2 3 8 1
Vardas4564          Pavarde4564         4 5 1 8 0 8
Vardas4565          Pavarde4565         8 0 5 10 6 6
Vardas4566          Pavarde4566         3 8 10 5 1 7
Vardas4567          Pavarde4567         3 2 5 6 2 4
Vardas4568          Pavarde4568         7 6 9 0 0 10
Vardas4569          Pavarde4569         1 3 2 5 4 2
Vardas4570          Pavarde4570         8 6 4 2 0 7
Vardas4571          Pavarde4571         6 6 4 1 6 0
Vardas4572          Pavarde4572         4 4 8 1 6 3
Vardas4573          Pavarde4573         10 2 3 3 3 2
Vardas4574          Pavarde4574         0 6 1 0 2 2
Vardas4575          Pavarde4575         0 4 2 8 1 1
Vardas4576          Pavarde4576         9 5 6 9 7 6
Vardas4577          Pavarde4577         9 2 8 6 7 6
Vardas4578          Pavarde4578         7 5 3 10 6 1
Vardas4579          Pavarde4579         6 10 1 8 5 4
Vardas4580          Pavarde4580         7 8 2 7 0 4
Vardas4581          Pavarde4581         2 5 7 8 4 10
Vardas4582          Pavarde4582         7 4 7 9 0 7
Vardas4583          Pavarde4583         0 10 9 3 2 3
Vardas4584          Pavarde4584         2 6 3 7 1 4
Vardas4585          Pavarde4585         3 7 2 8 7 0
Vardas4586          Pavarde4586         3 8 9 1 5 1
Vardas4587          Pavarde4587         3 7 5 6 9 9
Vardas4588          Pavarde4588         4 4 6 9 3 10
Vardas4589          Pavarde4589         7 3 7 10 6 0
Vardas4590          Pavarde4590         8 6 4 7 0 10
Vardas4591          Pavarde4591         9 3 7 8 8 9
Vardas4592          Pavarde4592         3 1 0 4 7 1
Vardas4593          Pavarde4593         5 8 10 2 4 6
Vardas4594          Pavarde4594         1 10 0 0 5 2
Vardas4595          Pavarde4595         8 0 4 7 8 8
Vardas4596          Pavarde4596         5 10 7 1 2 1
Vardas4597          Pavarde4597         7 3 8 8 10 10
Vardas4598          Pavarde4598         0 6 4 0 8 2
Vardas4599          Pavarde4599         10 0 1 3 2 8
Vardas4600          Pavarde4600         10 1 9 9 3 3
Vardas4601          Pavarde4601         0 1 6 5 5 3
Vardas4602          Pavarde4602         10 4 5 9 0 5
Vardas4603          Pavarde4603         0 7 7 0 7 3
Vardas4604          Pavarde4604         5 0 8 9 7 6
Vardas4605          Pavarde4605         2 6 2 0 1 4
Vardas4606          Pavarde4606         0 1 1 4 9 0
Vardas4607          Pavarde4607         3 3 2 3 8 6
Vardas4608          Pavarde4608         6 9 10 2 4 0
Vardas4609          Pavarde4609         9 6 6 6 2 1
Vardas4610          Pavarde4610         2 3 9 2 5 10
Vardas4611          Pavarde4611         5 9 3 9 7 8
Vardas4612          Pavarde4612         0 7 1 4 6 3
Vardas4613          Pavarde4613         6 9 8 3 3 1
Vardas4614          Pavarde4614         1 7 0 4 5 1
Vardas4615          Pavarde4615         4 0 8 1 1 3
Vardas4616          Pavarde4616         8 5 4 2 3 5
Vardas4617          Pavarde4617         1 4 4 4 2 4
Vardas4618          Pavarde4618         6 7 0 0 6 2
Vardas4619          Pavarde4619         3 6 5 0 4 3
Vardas4620          Pavarde4620         10 3 10 10 10 3
Vardas4621          Pavarde4621         5 10 0 1 4 1
Vardas4622          Pavarde4622         8 1 7 7 3 2
Vardas4623          Pavarde4623         6 7 10 7 10 6
Vardas4624          Pavarde4624         2 6 7 6 2 10
Vardas4625          Pavarde4625         5 0 8 0 1 10
Vardas4626          Pavarde4626         2 2 0 3 7 1
Vardas4627          Pavarde4627         0 7 1 9 7 5
Vardas4628          Pavarde4628         8 0 5 5 7 8
Vardas4629          Pavarde4629         7 8 4 3 10 5
Vardas4630          Pavarde4630         0 6 8 9 6 7
Vardas4631          Pavarde4631         9 1 3 4 2 7
Vardas4632          Pavarde4632         5 8 6 6 1 3
Vardas4633          Pavarde4633         0 0 10 10 3 4
Vardas4634          Pavarde4634         4 0 6 10 10 4
Vardas4635          Pavarde4635         6 9 2 6 3 10
Vardas4636          Pavarde4636         4 1 0 6 4 2
Vardas4637          Pavarde4637         10 9 10 3 1 10
Vardas4638          Pavarde4638         4 8 6 5 7 8
Vardas4639          Pavarde4639         2 8 2 9 2 9
Vardas4640          Pavarde4640         5 0 9 2 8 3
Vardas4641          Pavarde4641         1 6 2 3 2 3
Vardas4642          Pavarde4642         2 3 1 8 6 4
Vardas4643          Pavarde4643         9 0 5 2 5 9
Vardas4644          Pavarde4644         9 8 9 5 0 0
Vardas4645          Pavarde4645         10 4 9 9 10 4
Vardas4646          Pavarde4646         8 9 10 3 4 7
Vardas4647          Pavarde4647         10 5 10 9 9 10
Vardas4648          Pavarde4648         8 9 7 3 6 0
Vardas4649          Pavarde4649         10 8 3 4 0 7
Vardas4650          Pavarde4650         8 2 4 8 3 4
Vardas4651          Pavarde4651         0 7 7 5 4 8
Vardas4652          Pavarde4652         8 3 0 4 5 10
Vardas4653          Pavarde4653         7 2 10 3 7 2
Vardas4654          Pavarde4654         7 1 3 9 4 4
Vardas4655          Pavarde4655         1 0 8 8 3 4
Vardas4656          Pavarde4656         2 8 6 3 3 7
Vardas4657          Pavarde4657         3 0 3 2 6 7
Vardas4658          Pavarde4658         10 2 9 8 9 1
Vardas4659          Pavarde4659         0 4 7 9 2 6
Vardas4660          Pavarde4660         6 9 7 8 7 0
Vardas4661          Pavarde4661         0 5 9 6 1 10
Vardas4662          Pavarde4662         1 0 4 7 1 5
Vardas4663          Pavarde4663         4 3 7 6 7 10
Vardas4664          Pavarde4664         5 2 1 1 6 0
Vardas4665          Pavarde4665         3 2 6 2 1 4
Vardas4666          Pavarde4666         5 3 5 8 2 2
Vardas4667          Pavarde4667         3 5 8 0 1 9
Vardas4668          Pavarde4668         0 5 2 5 1 0
Vardas4669          Pavarde4669         2 8 7 5 2 9
Vardas4670          Pavarde4670         2 0 1 9 1 8
Vardas4671          Pavarde4671         5 5 0 5 3 3
Vardas4672          Pavarde4672         10 4 1 0 9 8
Vardas4673          Pavarde4673         0 0 6 2 2 6
Vardas4674          Pavarde4674         0 1 9 0 2 5
Vardas4675          Pavarde4675         2 3 8 0 0 4
Vardas4676          Pavarde4676         8 3 8 1 6 9
Vardas4677          Pavarde4677         8 9 6 7 5 9
Vardas4678          Pavarde4678         6 6 5 5 10 2
Vardas4679          Pavarde4679         1 9 8 5 0 4
Vardas4680          Pavarde4680         0 2 8 7 3 10
Vardas4681          Pavarde4681         0 1 7 7 10 10
Vardas4682          Pavarde4682         2 7 10 7 2 8
Vardas4683          Pavarde4683         9 4 6 5 0 5
Vardas4684          Pavarde4684         10 0 9 4 5 7
Vardas4685          Pavarde4685         9 4 2 8 3 1
Vardas4686          Pavarde4686         2 2 0 6 3 10
Vardas4687          Pavarde4687         2 0 6 2 2 10
Vardas4688          Pavarde4688         6 5 9 1 3 9
Vardas4689          Pavarde4689         5 3 6 2 0 1
Vardas4690          Pavarde4690         8 8 2 8 2 3
Vardas4691          Pavarde4691         2 10 3 4 8 9
Vardas4692          Pavarde4692         6 3 8 9 4 1
Vardas4693          Pavarde4693         10 9 6 6 1 8
Vardas4694          Pavarde4694         2 2 6 2 4 4
Vardas4695          Pavarde4695         4 7 3 2 7 7
Vardas4696          Pavarde4696         8 8 2 1 3 2
Vardas4697          Pavarde4697         7 6 4 7 6 5
Vardas4698          Pavarde4698         7 6 10 1 4 10
Vardas4699          Pavarde4699         3 8 5 1 1 1
Vardas4700          Pavarde4700         7 1 8 8 6 10
Vardas4701          Pavarde4701         1 7 0 7 0 6
Vardas4702          Pavarde4702         6 0 1 5 4 2
Vardas4703          Pavarde4703         1 10 8 0 3 8
Vardas4704          Pavarde4704         4 2 9 1 5 10
Vardas4705          Pavarde4705         1 6 4 10 3 2
Vardas4706          Pavarde4706         1 10 0 4 0 7
Vardas4707          Pavarde4707         2 5 6 7 2 0
Vardas4708          Pavarde4708         7 2 6 4 7 10
Vardas4709          Pavarde4709         10 6 2 4 1 7
Vardas4710          Pavarde4710         7 5 7 7 9 2
Vardas4711          Pavarde4711         7 1 2 0 4 0
Vardas4712          Pavarde4712         4 2 0 5 2 8
Vardas4713          Pavarde4713         4 6 0 7 9 7
Vardas4714          Pavarde4714         2 9 1 0 7 2
Vardas4715          Pavarde4715         10 5 3 10 10 5
Vardas4716          Pavarde4716         9 3 0 9 0 10
Vardas4717          Pavarde4717         8 4 9 9 3 9
Vardas4718          Pavarde4718         9 10 3 4 5 4
Vardas4719          Pavarde4719         4 1 2 3 4 4
Vardas4720          Pavarde4720         1 4 2 9 1 2
Vardas4721          Pavarde4721         0 6 10 4 9 1
Vardas4722          Pavarde4722         3 2 4 4 4 5
Vardas4723          Pavarde4723         5 9 9 1 9 8
Vardas4724          Pavarde4724         1 1 8 1 10 1
Vardas4725          Pavarde4725         5 4 4 4 3 2
Vardas4726          Pavarde4726         1 3 10 8 3 6
Vardas4727          Pavarde4727         3 5 7 5 8 9
Vardas4728          Pavarde4728         6 8 2 0 6 4
Vardas4729          Pavarde4729         5 9 9 5 2 2
Vardas4730          Pavarde4730         2 5 8 4 3 10
Vardas4731          Pavarde4731         2 0 4 3 10 6
Vardas4732          Pavarde4732         5 5 5 2 5 8
Vardas4733          Pavarde4733         8 1 8 5 4 4
Vardas4734          Pavarde4734         3 6 0 0 4 10
Vardas4735          Pavarde4735         5 6 2 0 9 9
Vardas4736          Pavarde4736         8 3 6 0 6 3
Vardas4737          Pavarde4737         0 9 7 4 5 8
